Recipe Name,All Ingredients,Key Ingredients,Outside order,Easy to carry?,Easy to cook?,Time to cook?,Diet Pref,Allergen,Tier,Season,Category,Macro Category,Base,Theme,Heavy Light,Dish Nationality,Cuisine,Temperature,Commonality,Excite Level,Equipment,,NEW FLAVOUR,NEW ETHNICITY,TASEER,SYMPTOMS,MED CON.,Consistency,PALEO?,DEF/TOX,BLD,Servings,Quantity per serving,Base,Theme,Carbs,Protein,Fat,Fiber,Energy,cal/serving,THERAPY,MAXIMUM QUANTITY,Min Quantity,RECIPE ID,Main/Mid,Is Measured In?,Wt.of Measured Amt.,Carbs/100gm,Protein/100gm,Fat/100gm,Fiber/100gm,Energy/100gm,Must have category,Good to have Category,Must have recipe,Good to have recipe,PRIORITY
Saunf And Jaggery Water,"Jaggery Powder - 1 tbsp
Fennel Seeds (Saunf) - 1 tbsp
Water - 900 ml RO purified
Natural Lemon Juice (Optional) - 1 tbsp
Mint Leaf (Optional) - 2 to 3","Jaggery Powder - 1'tbsp
Fennel Seeds - 1'tbsp",NO,Easy,Easy ,Low (5 minutes),"JAIN, VEGAN",Citrus,Both,All Season,Morning Water,,,,LIGHT,India,General,Neutral,0,1,"Gas stove / Cooktop, Electric kettle",,Sweet,Generic,Hot Taseer,"Chronic cough, Breathlessness,  Bloating, Acidity, Constipation, Reduced appetite, Headache, low weight, delay in periods ","Type 2 Diabetes,  Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Gout (High Uric Acid), Hormonal imbalances, Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES,"High Total cholesterol, Iron Deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Vitamin C Deficiency,  Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, Calcium deficiency, Selenium Deficiency, Biotin deficiency, Vitamin K deficiency, Potassium.",Mid Meal,3,300 ml ,NO BASE,All themes,22.85,2.37,2.24,0,117.18,39.06,"Low FODMAP, DASH, Normal",1,1,cbdc22f9-1004-4866-a690-2f396ff372c9,MID,glass,250ml,3.0,0.3,0.3,0.0,15.6,,,,Soaked almonds,Primary
Chilled Elaichi Milk,"2 whole green cardamoms (crushed)
1 tsp cardamom powder
1 cup (250 ml) low-fat milk
4-5 saffron strands (kesar)
Stevia/sugar-free (to taste)
Ice cubes",Milk - 250'ml,NO,Easy ,Easy,Low,"JAIN, VEGETARIAN ",Lactose,Metro,All Season,Spiced Milk,Milk/tea/coffee,,,LIGHT,India,General,Cold,0,1,Basic mixer grinder,,Sweet,Generic,Neutral Taseer,"Glucourea, Loose motions/diarrhoea, Bloating, Acidity, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Breakfast,1,1 glass,NO BASE,All themes,12.5,8.5,2.5,0,105.5,105.50,"Low FODMAP, Low GI, DASH, Normal",2,1,ccdbf610-5096-427b-a747-9d201a061ff1,MAIN,Glass,200ml,6.3,4.3,1.3,0.0,52.8,,Nuts,,,Primary
Tofu Cutlet,"1 beetroot
 grated
200 gms tofu
 crumbled
1 onion
 finely chopped
1/2 cup frozen peas
 thawed
2 tablespoons flaxseed powder
1/2 teaspoon grated ginger
1/2 teaspoon red chilli powder
1/2 teaspoon coriander powder
1/2 teaspoon garam masala powder
1/2 teaspoon salt (or to taste)
2 tablespoons oil","Beetroot - 1
Tofu - 200'g
Onion - 1
Peas - 0.5'cup
Flaxseed Powder - 2'tbsp
Oil - 2'tbsp",YES,Easy,Medium,Medium,"VEGAN , VEGETARIAN",Onion/Garlic,Both,Winter,Cutlet,,,,Heavy,India,General,Neutral,2,3,"Gas stove / Cooktop, Basic fry pan/kadai",,Umami,Generic,Neutral Taseer,"Glucourea, Constipation, Reduced appetite, Lack of sleepSleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. ","Type 2 Diabetes, Gestational Diabetes (portion-controlled), Prediabetic, PCOS, PCOD, High Blood Pressure (Hypertension), Fatty Liver, Hepatitis A/B/C (mild), Liver cirrhosis (early stage), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs).",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Dinner, Pre Dinner",3.5,2-3 cutlet,Tofu,HP,38.45,32.75,52.16,23.24,723.42,206.69,"Low FODMAP, Low GI, Normal",3,2,ccdf49cc-5817-40ef-ae24-aac8894551d8,MID,Numbers,140gm,7.8,6.7,10.6,4.7,147.6,,,,"Mint Chutney, Coriander Chutney, Curd",Primary
Healthy Egg Mayonnaise,"Healthy Egg Mayonnaise:
3 boiled eggs
2 teaspoons olive oil
1/3 cup water
1.5 teaspoons salt
1 garlic clove
1/2 teaspoon black pepper
1 teaspoon vinegar","Egg - 3
Olive Oil - 2'tsp",No,Easy,Medium,Low,"OVOVEGETARIAN , EGG ",Onion/Garlic,Metro,All Season,Spread,,,,Heavy,Both,General,Neutral,2,2,"Gas stove / Cooktop, Basic fry pan/kadai",,Creamy,American ,Cold Taseer,"Weakness , bodyache, Hair And skin , reduced Appetite, frequent infection, recovery after illness, Glucourea, constipation,  joint pain, fatique, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, low Skin health , low immunity, stress, mood swings, muscle cramps.","Type 2 Diabetes, Gestational Diabetes, Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE),  Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia,, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Protein deficiency, riboflavin deficiency, selenium deficiency, High Total cholesterol, Iron Deficiency, Vitamin D deficiency, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, ","Breakfast, Dinner",3.5,2 tbsp,Egg,HP,1.05,18.9,24.25,0,298.05,85.16,"Low GI, Normal",2,1,ccef7206-c4ad-4383-9052-e7fefd19e5e0,MAIN,Tbsp,15gm,2.0,36.0,46.2,0.0,567.7,,,,"Khakhra, Sandwich, Roti, Toast, Brown bread toast, Bread toast",Secondary
Jowar Daliya,"Jowar (Sorghum): 1/2 cup
Milk: 2 cups
Water: 1 cup
Cardamom Powder: 1/4 tsp
Almonds: 1 tbsp (chopped)
Cashews: 1 tbsp (chopped)
Chopped Anjeer: 1 tbsp
Ghee: 1 tsp
Grated Apple: 1 (for natural sweetness)","Jowar - 0.5'cup
Milk - 2'cup
Almond - 1'tbsp
Cashew - 1'tbsp 
Fig - 1'tbsp 
Ghee - 1'tsp
Apple - 1",NO,Easy,Medium,Medium,"JAIN, VEGETARIAN ","Nut, Apple/Pear/Melon, Lactose",Both,Winter,Porridge,,,,Heavy,India,General,Neutral,2,1,"Gas stove / Cooktop, Basic fry pan/kadai",,Salty,"Central india , West india , North india",Cold Taseer,"fever, nausea, Chronic cough, low immunity, muscle cramb, Loose motions/diarrhoea, Bloating, Constipation, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Rosacea, Lupus (SLE).","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension),  Fatty Liver, Hepatitis A/B/C, Liver cirrhosis,   Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"High Total cholesterol, Iron Deficiency, deficiency,  Magnesium deficiency, Folate deficiency, Protein Deficiency, High LDL/Low HDL, High Triglycerides, Magnesium, Phosphorus, B complex (B1,B3,B2), calcicum, B12 vitamin,  potassium, vitamin K","Breakfast, Lunch",3,1 bowl,Jowar,HF,108.9,31.55,25.86,16.13,791.77,263.92,"Low GI, DASH, Normal",2,1,cd077161-b42a-43bc-8222-9d694487da37,MAIN,medium bowl,200ml,18.2,5.3,4.3,2.7,132.0,,,,,Primary
Tandoori Chicken Salad,"200-250 g chicken breast
1 tsp garlic ginger paste
1 tsp chicken masala
6 sliced almonds
1/2 cup iceberg lettuce
1/4 cup cherry tomatoes
1/4 cup olives (optional)
1/4 tsp Kashmiri chili powder
Salt (to taste)
2-3 coriander leaves (finely chopped)
1/2 tsp lemon juice (plus 2 tsp for marination)
1 tsp oil","Chicken Breast - 250'g
Almond - 6
Lettuce - 0.5'cup
Tomato - 0.25'cup
Olive - 0.25'cup
Oil - 1'tsp",YES,Easy,Medium,Medium,"CHICKEN, NON VEGETARIAN","Nut, Onion/Garlic, Citrus",Metro,All Season,Salad,,,,Heavy,India,North Indian,Neutral,1,3,Tandoor / grill pan,,Umami,North Indian ,Neutral Taseer,"Glucourea, Constipation, Reduced appetite, Lack of sleepSleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. ","Type 2 Diabetes, Gestational Diabetes, Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, High Blood Pressure (Hypertension), Crohn's Disease, Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE),  Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Anemia,, Hormonal imbalances, Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES," Protein deficiency, Vitamin B12 deficiency, Vitamin B6 deficiency, B3 deficiency, phosphorus deficiency, selenium deficiency, zinc deficiency, iron deficiency.",Dinner,2,1 bowl salad,Chicken,HP,5.52,56.83,34.46,2.01,559.53,279.77,"Low FODMAP, Low GI, Normal",2,1,cd12a011-a077-4dbc-8464-7875c971f86b,MAIN,medium bowl,200ml,1.4,14.2,8.6,0.5,139.9,,,,,Secondary
Buckwheat Porridge,"1 cup buckwheat groats
2 cups water
1 cup milk (optional for creaminess)
1 apple
 grated
A pinch of salt
1/2 teaspoon cinnamon (optional)
Toppings: nuts
 seeds
 or fresh fruit (optional)","Buckwheat - 1'cup
Apple - 1
Milk - 1'cup",NO,Medium,Medium,Medium (30 minutes),"JAIN, VEGETARIAN ","Apple/Pear/Melon, Lactose, Gluten, Nut",Both,Winter,Khichdi,Porridge,,,HEAVY,Both,General,Neutral,2,2,"Gas stove / Cooktop, Basic fry pan/kadai",,"Bland, Soft food",Generic,Hot Taseer,"bloating, acidity, constipation, headache, palpitation, mood swings, Anxiety, low immunity, reduce appetite, weakness, skin health, low immunity, stress.","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Colitis / Ulcerative Colitis, Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Gout (High Uric Acid), Vitiligo",Semi-solid,NO,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Lunch, Dinner",2.5,1 Cup,Buckwheat,HF,153.16,31.66,8.64,14.74,814.99,326.00,"Low FODMAP, Low GI, Normal",2,1,cd139ecf-4e33-4fe1-a075-481e7c97de3b,MAIN,Katori,200gm,30.6,6.3,1.7,2.9,163.0,,,,,Primary
Bengali Vegetable Chop,"For the Filling:
2 large potatoes
 boiled
 peeled
 and mashed
1/2 cup carrots
 boiled and finely chopped
1/2 cup green peas
 boiled and mashed
1/2 cup green beans
 boiled and finely chopped
1/4 cup finely chopped green bell peppers (capsicum)
1/4 cup finely chopped onions
1-2 green chilies
 finely chopped (adjust to taste)
1/2-inch piece of ginger
 grated
1 teaspoon cumin seeds
1 teaspoon garam masala
1 teaspoon red chili powder (adjust to taste)
1 teaspoon turmeric powder
Salt to taste
2 tablespoons vegetable oil
For the Coating:
1 cup whole wheat breadcrumbs
2 large eggs
 beaten (for the egg wash) or chickpea flour (besan) mixed with water for a vegan option","Potato - 2
Carrot - 0.5'cup
Peas - 0.5'cup
Beans - 0.5'cup
Capsicum - 0.25'cup
Onion - 0.25'cup
Oil - 2'tbsp
Bread crumb - 1'cup
Egg - 2",YES,Easy,Medium,Medium (30 minutes),EGG,"Gluten, Wheat, Gluten, Onion/Garlic, Gluten, wheat, yeast",Both,Winter,Snack,,,,Heavy,India,Bengali,Neutral,1,3,"Gas stove / Cooktop, Basic fry pan/kadai",,"Spicy, Salty",east India ,Neutral Taseer,"bloating, acidity, constipation, headache, palpitation, mood swings, Anxiety, low immunity, reduce appetite, weakness, skin health, low immunity, stress.","High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"Vitamin A defiiency, Fiber Difeciency, Selenium Deficiency, High Total cholesterol, High Creatinine, Vitamin E deficiency, Magnesium deficiency, Protein Deficiency, Iodine deficiency, , Zinc deficiency,  High LDL/Low HDL, High Triglycerides, Liver enzyme elevated","Dinner, Pre Dinner",4,2 Chop,Aloo,WR,134.02,37.22,43.75,19.78,1077.89,269.47,Normal,3,1,cd8cfcd2-0faa-4e07-a39a-da593d9cd7bc,MID,Numbers,180gm,18.6,5.2,6.1,2.7,149.7,,Light salad,,,Primary
Vegan Sunshine Smoothie,"1 medium-sized apple (chopped)
1 cup of pineapple (diced)
50 mL of coconut milk
1 teaspoon of chia seeds
1/3 cup of ice cubes
1 teaspoon of seed mix","Apple - 1
Pineapple - 1'cup
Coconut Milk - 50'mL
Chia Seeds - 1'tsp",YES,Easy ,Easy,Low,"JAIN, VEGAN","Apple/Pear/Melon, Lactose, Citrus",Metro,Summer,Smoothie,Shake/smoothie,,,LIGHT,Both,General,Neutral,0,3,"Basic mixer grinder, Smoothie blender (e.g. NutriBullet)",,"Sour/Tangy, Sweet",Generic,Hot Taseer,"bloating, acidity, constipation, headache, palpitation, mood swings, Anxiety, low immunity, reduce appetite, weakness, skin health, low immunity, stress.","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), GERD (Gastroesophageal Reflux Disease), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Gout (High Uric Acid), Vitiligo, Cardiovascular Diseases (CVDs)",Liquid,YES," High Total cholesterol,  High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, Calcium deficiency, protein deficiency, Vitamin B12 deficiency, riboflavin deficiency, gut flora imbalance,Vitamin A deficiency, Vitamin C deficiency, potassium deficiency, folate deficiency, Omega-3 deficiency, magnesium deficiency, zinc deficiency, Vitamin E deficiency, Liver enzyme elevated, Potassium, Copper, Vitamin K",Breakfast,2,200 ml,NO BASE,All themes,45.58,3.35,13.96,11.14,321.59,160.80,"Low GI, DASH, Normal",1,1,cda864b7-a596-4c21-ab5b-a95e855ef415,MAIN,Cup,250gm,9.1,0.7,2.8,2.2,64.3,,"Nuts, Seeds",,,Primary
Black Chickpea Salad,"Black Chana - 1 cup
Tomato - 1
Onion - 1
Green Chilli - 2
Salt - 1/2 tsp or as per taste
Chaat Masala - 1 tsp
Coriander Leaf - 3
Mint Leaf - 3
Lemon Juice - 1 tsp
Amchur Powder - 1 tsp
Cumin Seed Powder - 1/2  tsp
Cucumber - 1 cup","Black Chana - 1'cup
Cucumber - 1'cup
Tomato - 1
Onion - 1",YES,Medium,Easy,Low,"VEGAN , VEGETARIAN","Citrus, Onion/Garlic",Both,Summer,Salad,,,,Heavy,Both,General,Neutral,1,2,No equipment required,,Salty,Generic,Hot Taseer,"Glucourea, Constipation, Reduced appetite, Lack of sleepSleep disorders / insomnia, low in immunity , Acne, palpitation, Proteinurea , lethargy, Hairfall, Depression. ","Type 2 Diabetes (portion-controlled), Gestational Diabetes (controlled portions), Prediabetic, High Blood Pressure (Hypertension),  Low Blood Pressure (Hypotension) Fatty Liver, Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Vitiligo, Cardiovascular Diseases (CVDs).",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.",Dinner,3,1 - 1.5 Cup,Black Chana,"HP, HF, WR",130.59,39.48,11.44,8.43,782.34,260.78,"Low GI, Antiinflammatory, Normal",2,1,cdb48fd9-8890-4ede-a037-7f80dcda817f,MAIN,medium bowl,200ml,21.8,6.6,1.9,1.4,130.4,,,,,Secondary
Chocolate Ice-Cream Oats,"Banana - 6
Oats - 1 cup
Water - 2 cup
Blueberries - 2 tsp
Almonds - 4","Banana - 6
Oats - 1'cup
Blueberry - 2'tsp
Almond - 4",NO,Hard,Medium ,Medium (30 minutes),"JAIN, VEGAN","Nut, Gluten",Both,All Season,Dessert,Dessert,,,HEAVY,Both,General,Cold,2,3,"Gas stove / Cooktop, Basic fry pan/kadai",,Creamy,Generic,Cold Taseer,"Bloating, Acidity, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lupus (SLE)","Type 2 Diabetes, Gestational Diabetes (portion-controlled), Prediabetic, High Blood Pressure (Hypertension), Fatty Liver, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs), post antibiotic phase.",Solid,NO," Folate deficiency,  Iodine deficiency,  Vit B12 deficiency,  High LDL/Low HDL, High Triglycerides,   Protein, Iron, Magnesium, Zinc, Phosphorus, B-complex vitamins (especially Vitamin B1), vitamin E",Pre Dinner,3.5,3/4 Cup,Oats,HF,216.95,22.4,10.07,16.61,1050.72,300.21,"DASH, Normal",1,1,ce13091a-02c9-449b-a55f-35dc8c3db7fd,MAIN,Cup,180ml,34.4,3.6,1.6,2.6,166.8,,,,,Primary
Barishali Ilish,"4 pieces of Hilsa fish (Ilish)
2-3 green chilies
 slit (adjust to your spice preference)
1/2 teaspoon turmeric powder
1/2 teaspoon black cumin (kalo jeere)
1/2 cup yellow mustard seeds
2-3 tablespoons mustard oil
Salt to taste","Hilsa fish  - 4 
Mustard Oil - 3'tbsp",YES,Hard,Hard,High,FISH,"Fish, Seafood",Both,All Season,Curry,,,,Heavy,India,Bengali,Neutral,2,3,"Gas stove / Cooktop, Basic fry pan/kadai",,Umami,Generic,Hot Taseer,"constipation, Glucourea, Loose motions/diarrhoea, Bloating, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes, Gestational Diabetes, Prediabetic, Hypothyroidism, Hyperthyroidism, Hashimoto's Thyroiditis, PCOS (Polycystic Ovarian Syndrome), PCOD, Low Blood Pressure (Hypotension), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoporosis, Asthma, COPD, Sinusitis / allergic rhinitis, Migraine, Eczema, Gout (High Uric Acid), Hormonal imbalances, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,YES,"Potassium, High Total cholesterol, Iron Deficiency, V, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid, High LDL/Low HDL, High Triglycerides, Liver enzyme elevated, vitamin C, calcium deficiency, fiber deficiency.","Lunch, Dinner",5,1 Fish ,Fish,HP,0,119.9,146.7,0,1799.8,359.96,"Low GI, Antiinflammatory, Normal",2,1,ce3c6df7-afdc-44ed-a3e6-a665e5ce0060,MAIN,Numbers,110gm,0.0,21.8,26.7,0.0,327.2,"Roti, Rice",,,,Primary
Sattu Pancake,"Sattu Flour (Roasted Gram Flour) - 1 cup
Whole Wheat Flour - 1/2 cup
Curd - 1/2 cup
Water - as required to make a smooth batter
Onion - 1
Green Chillies - 1
Fresh Coriander Leaves - 2 tbsp
Cumin Powder - 1/2 tsp
Ajwain - 1/4 tsp
Salt - as per taste
Baking Soda - 1/4 tsp
Coconut Oil/ Sunflower Oil - few drops (for greasing pan)","Sattu Flour - 1'cup
Whole Wheat Flour - 0.5'cup
Curd - 0.5'cup
Onion - 1",NO,Easy,Medium ,Medium (30 minutes),VEGETARIAN,"Lactose, Gluten, Onion/Garlic, Gluten, wheat",Both,Summer,Pancake,Chila/pancake,,,HEAVY,India,General,Neutral,2,2,"Gas stove / Cooktop, Rolling pin & board (chakla belan), Basic fry pan/kadai",,Salty,Generic,Hot Taseer,"constipation, Glucourea, Loose motions/diarrhoea, Bloating, Reduced appetite, Headache, Lack of sleep, Hairfall, Sleep disorders / insomnia, Lichen planus, Rosacea, Lupus (SLE), Skin itching","Type 2 Diabetes, Gestational Diabetes, Prediabetic, High Blood Pressure (Hypertension), Low Blood Pressure (Hypotension), GERD (Gastroesophageal Reflux Disease), IBS (Irritable Bowel Syndrome), Colitis / Ulcerative Colitis, Fatty Liver, Hepatitis A/B/C, Liver cirrhosis, Kidney stones (OXALATE), Kidney stones (URIC ACID), Osteoarthritis, Rheumatoid Arthritis, Osteoporosis, Migraine, Anemia, Gout (High Uric Acid), Frequent UTIs, Vitiligo, Cardiovascular Diseases (CVDs)",Solid,NO,"Selenium Deficiency,  High Creatinine, Iron Deficiency, Vitamin D deficiency, Vitamin E deficiency, Magnesium deficiency, Folate deficiency, Protein Deficiency, Iodine deficiency, Vitamin C Deficiency, Vit B12 deficiency, Zinc deficiency, Vitamin A Deficiency, High Uric acid   Fiber deficiency, omega 3, Vitamin E deficiency, Potassium deficiency. ","Breakfast, Lunch",3,2 pancake,Besan,"HP, HF",116.63,36.35,12.48,28.49,724.1,235.33,"Low FODMAP, Low GI, Normal",2,1,ce65d4c5-be28-4cc9-a84d-ecd295c9336a,MAIN,Numbers,117gm,32.4,10.1,3.5,7.9,201.1,,,,"Mint chutney, Coriander chutney, Curd",Primary
